-0.940917969,-0.224609375,0.043945313,-45.77099228,-6.938931465,-10.16793919
-0.923095703,-0.223144531,0.017089844,-42.41221237,-8.633587837,-9.625954628
-0.924316406,-0.147705078,0.000488281,-58,-10.96183205,-12.52671719
-0.93359375,-0.088378906,-0.002685547,-129.4198456,2.839694786,-28.16030502
-0.911132813,-0.181396484,-0.060791016,-194.129776,6.1603055,-37.23664093
-0.930908203,-0.278564453,-0.005126953,-141.5877838,10.68702316,-38.51145172
-0.903320313,-0.292724609,-0.060302734,-76.14503479,5.900763512,-21.54961777
-0.907470703,-0.325195313,-0.057373047,16.51144981,-4.1603055,2.595419884
-0.915527344,-0.401611328,-0.066894531,170.4656525,-19.54961777,29.48091698
-0.876708984,-0.207519531,-0.114013672,249.0686951,-18.71755791,36.33587646
-0.889892578,-0.019287109,-0.081542969,117.2213745,4.709923744,20.95419884
-0.962402344,-0.177246094,0.025146484,12.33587742,14.91603088,5.251908302
-0.952392578,-0.239257813,0.021972656,24.06106949,10.45038128,-6.267175674
-0.966308594,-0.165771484,0.027832031,35.1374054,7.259541988,-13.44274807
-0.95703125,-0.157714844,0.104492188,37.72518921,3.122137308,-15.19847298
-0.924072266,-0.042480469,0.094970703,62.96183395,-4,-11.68702316
-0.955566406,-0.003662109,0.089599609,5.931297779,-1.038167953,-5.343511581
-0.932617188,-0.060546875,0.069580078,-16.83206177,-0.961832047,4.763358593
-0.933349609,-0.150878906,0.034912109,-32.41984558,-2.312977076,5.641221523
-0.932373047,-0.184082031,0.025390625,-17.67175484,-2.236641169,5.618320465
-0.920410156,-0.192138672,0.022949219,-7.725190639,-1.030534387,4.366412163
-0.941162109,-0.187988281,0.039550781,-3.748091698,1.038167953,1.396946545
-0.936279297,-0.186279297,0.057128906,-2.496183157,-0.732824421,-3.816793919
-0.925537109,-0.155517578,0.0546875,-3.496183157,-2.687022924,-7.1603055
-0.924560547,-0.118408203,0.075683594,0.419847345,-4.358778477,-3.083969355
-0.941162109,-0.16796875,0.146240234,12.38167953,-19.8549614,6.198473454
-0.925292969,-0.062988281,0.135498047,-25.70992279,-18,4.95419836
-1.001220703,-0.348876953,0.225585938,50.81679535,-27.96946526,12.00763321
-1.0546875,-0.271484375,0.535888672,75.76335907,-52.05343628,7.083969593
-1.168457031,0.107421875,0.961914063,26.22900772,-101.1679382,2.305343628
-1.472412109,-0.228271484,1.174560547,14.28244305,-217.0610657,-19.28244209
-1.535400391,-0.282226563,1.092773438,-62.98473358,-250.1374054,-86.9312973
-1.486572266,-0.328857422,0.922851563,-30.03816795,-250.1374054,-98.29007721
-1.010498047,-0.188476563,0.400390625,-0.511450386,-250.1374054,-109.9083939
-0.719238281,-0.267578125,0.613037109,22.84732819,-250.1374054,-94.33587646
0.086914063,-0.143798828,-0.275634766,-25.09923744,-250.1374054,-103.5801544
0.550048828,0.447753906,-0.222900391,-218.3664093,-193.1526642,-119.1832047
0.906982422,-0.363525391,-0.393310547,-250.1374054,-44.03053284,-205.9694672
0.949707031,-0.3515625,-0.114501953,-164.4885559,45.16793823,-234.1984711
0.378417969,0.225341797,0.95703125,215.0458069,-78.34351349,-174.755722
0.660644531,0.694580078,0.130126953,250.129776,-176.8778687,-169.0686951
0.698486328,0.90234375,-0.348632813,166.0534363,-147.6259613,-123.4885483
0.627197266,0.998779297,-0.835449219,29.64885521,-36.06106949,-31.45038223
0.705078125,0.9140625,-0.733154297,45.09160233,16.0687027,8.801527023
0.789306641,0.653320313,-0.862792969,36.50381851,52.6488533,51.90839767
